id_krs,nim,kode_matakuliah,semester
210,240004337,MK02,Gasal 2023/2024
211,240002183,MK10,Gasal 2023/2024
212,240002237,MK04,Gasal 2023/2024
213,240005229,MK05,Gasal 2023/2024
214,240005291,MK04,Gasal 2023/2024
215,240001741,MK08,Gasal 2023/2024
216,240006550,MK02,Gasal 2023/2024
217,240003430,MK06,Gasal 2023/2024
218,240002845,MK07,Gasal 2023/2024
219,240006264,MK01,Gasal 2023/2024
220,240003776,MK07,Gasal 2023/2024
221,240006335,MK02,Gasal 2023/2024
222,240002713,MK04,Gasal 2023/2024
223,240002300,MK03,Gasal 2023/2024
224,240003027,MK06,Gasal 2023/2024
225,240000750,MK05,Gasal 2023/2024
226,240001137,MK05,Gasal 2023/2024
227,240005690,MK07,Gasal 2023/2024
228,240005302,MK01,Gasal 2023/2024
229,240003682,MK10,Gasal 2023/2024
230,240004597,MK08,Gasal 2023/2024
231,240001410,MK01,Gasal 2023/2024
232,240006421,MK03,Gasal 2023/2024
233,240004631,MK01,Gasal 2023/2024
234,240006559,MK10,Gasal 2023/2024
235,240007152,MK07,Gasal 2023/2024
236,240000739,MK03,Gasal 2023/2024
237,240001721,MK06,Gasal 2023/2024
238,240004796,MK04,Gasal 2023/2024
239,240003052,MK06,Gasal 2023/2024
240,240000942,MK02,Gasal 2023/2024
241,240003215,MK03,Gasal 2023/2024
242,240001563,MK03,Gasal 2023/2024
243,240000008,MK09,Gasal 2023/2024
244,240005931,MK02,Gasal 2023/2024
245,240005500,MK06,Gasal 2023/2024
246,240000660,MK04,Gasal 2023/2024
247,240005731,MK01,Gasal 2023/2024
248,240005779,MK07,Gasal 2023/2024
249,240006185,MK03,Gasal 2023/2024
250,240007143,MK10,Gasal 2023/2024
251,240003410,MK07,Gasal 2023/2024
252,240000336,MK10,Gasal 2023/2024
253,240001445,MK01,Gasal 2023/2024
254,240006499,MK08,Gasal 2023/2024
255,240004567,MK05,Gasal 2023/2024
256,240004958,MK01,Gasal 2023/2024
257,240000156,MK09,Gasal 2023/2024
258,240002037,MK08,Gasal 2023/2024
259,240001563,MK07,Gasal 2023/2024
260,240003929,MK06,Gasal 2023/2024
261,240000888,MK05,Gasal 2023/2024
262,240006191,MK07,Gasal 2023/2024
263,240002895,MK01,Gasal 2023/2024
264,240006392,MK06,Gasal 2023/2024
265,240002617,MK09,Gasal 2023/2024
266,240003711,MK08,Gasal 2023/2024
267,240004806,MK08,Gasal 2023/2024
268,240002590,MK04,Gasal 2023/2024
269,240001647,MK08,Gasal 2023/2024
270,240002063,MK09,Gasal 2023/2024
271,240006250,MK02,Gasal 2023/2024
272,240005035,MK08,Gasal 2023/2024
273,240001449,MK05,Gasal 2023/2024
274,240001716,MK06,Gasal 2023/2024
275,240000419,MK07,Gasal 2023/2024
276,240000536,MK02,Gasal 2023/2024
277,240006059,MK04,Gasal 2023/2024
278,240004683,MK10,Gasal 2023/2024
279,240000739,MK05,Gasal 2023/2024
280,240001111,MK06,Gasal 2023/2024
281,240001620,MK04,Gasal 2023/2024
282,240001034,MK01,Gasal 2023/2024
283,240001109,MK03,Gasal 2023/2024
284,240005755,MK08,Gasal 2023/2024
285,240003508,MK03,Gasal 2023/2024
286,240005799,MK07,Gasal 2023/2024
287,240000758,MK01,Gasal 2023/2024
288,240003506,MK10,Gasal 2023/2024
289,240006920,MK04,Gasal 2023/2024
290,240004151,MK08,Gasal 2023/2024
291,240003792,MK07,Gasal 2023/2024
292,240006286,MK09,Gasal 2023/2024
293,240002111,MK06,Gasal 2023/2024
294,240001290,MK01,Gasal 2023/2024
295,240002889,MK05,Gasal 2023/2024
296,240006190,MK04,Gasal 2023/2024
297,240003100,MK08,Gasal 2023/2024
298,240002938,MK03,Gasal 2023/2024
299,240004664,MK03,Gasal 2023/2024
300,240003987,MK08,Gasal 2023/2024
301,240001709,MK03,Gasal 2023/2024
302,240001558,MK05,Gasal 2023/2024
303,240004457,MK08,Gasal 2023/2024
304,240003279,MK03,Gasal 2023/2024
305,240004279,MK09,Gasal 2023/2024
306,240002891,MK08,Gasal 2023/2024
307,240000680,MK05,Gasal 2023/2024
308,240004569,MK04,Gasal 2023/2024
309,240003334,MK05,Gasal 2023/2024
310,240003146,MK05,Gasal 2023/2024
311,240003645,MK01,Gasal 2023/2024
312,240001462,MK03,Gasal 2023/2024
313,240004025,MK05,Gasal 2023/2024
314,240004289,MK10,Gasal 2023/2024
315,240000683,MK10,Gasal 2023/2024
316,240000419,MK09,Gasal 2023/2024
317,240001271,MK04,Gasal 2023/2024
318,240002450,MK01,Gasal 2023/2024
319,240003774,MK09,Gasal 2023/2024
320,240001511,MK06,Gasal 2023/2024
321,240004414,MK09,Gasal 2023/2024
322,240002200,MK07,Gasal 2023/2024
323,240000037,MK05,Gasal 2023/2024
324,240000313,MK06,Gasal 2023/2024
325,240005976,MK04,Gasal 2023/2024
326,240003846,MK07,Gasal 2023/2024
327,240000302,MK01,Gasal 2023/2024
328,240003037,MK05,Gasal 2023/2024
329,240001656,MK09,Gasal 2023/2024
330,240003969,MK09,Gasal 2023/2024
331,240004952,MK10,Gasal 2023/2024
332,240004345,MK09,Gasal 2023/2024
333,240004557,MK10,Gasal 2023/2024
334,240001322,MK03,Gasal 2023/2024
335,240005268,MK04,Gasal 2023/2024
336,240007157,MK07,Gasal 2023/2024
337,240001779,MK05,Gasal 2023/2024
338,240002428,MK03,Gasal 2023/2024
339,240002797,MK06,Gasal 2023/2024
340,240002372,MK08,Gasal 2023/2024
341,240000856,MK07,Gasal 2023/2024
342,240005050,MK08,Gasal 2023/2024
343,240000734,MK04,Gasal 2023/2024
344,240006201,MK07,Gasal 2023/2024
345,240003282,MK05,Gasal 2023/2024
346,240003455,MK09,Gasal 2023/2024
347,240003382,MK01,Gasal 2023/2024
348,240007140,MK06,Gasal 2023/2024
349,240002983,MK01,Gasal 2023/2024
350,240003795,MK06,Gasal 2023/2024
351,240000690,MK07,Gasal 2023/2024
352,240004082,MK07,Gasal 2023/2024
353,240004744,MK06,Gasal 2023/2024
354,240002451,MK04,Gasal 2023/2024
355,240002298,MK02,Gasal 2023/2024
356,240004085,MK04,Gasal 2023/2024
357,240000181,MK06,Gasal 2023/2024
358,240000297,MK05,Gasal 2023/2024
359,240006156,MK04,Gasal 2023/2024
360,240004845,MK10,Gasal 2023/2024
361,240005436,MK05,Gasal 2023/2024
362,240004711,MK04,Gasal 2023/2024
363,240006591,MK06,Gasal 2023/2024
364,240000295,MK04,Gasal 2023/2024
365,240001086,MK09,Gasal 2023/2024
366,240000616,MK09,Gasal 2023/2024
367,240004493,MK05,Gasal 2023/2024
368,240003417,MK05,Gasal 2023/2024
369,240001564,MK05,Gasal 2023/2024
370,240002037,MK08,Gasal 2023/2024
371,240002004,MK10,Gasal 2023/2024
372,240000302,MK01,Gasal 2023/2024
373,240001142,MK05,Gasal 2023/2024
374,240003116,MK04,Gasal 2023/2024
375,240001090,MK05,Gasal 2023/2024
376,240000700,MK10,Gasal 2023/2024
377,240003142,MK09,Gasal 2023/2024
378,240004663,MK06,Gasal 2023/2024
379,240003139,MK04,Gasal 2023/2024
380,240000614,MK07,Gasal 2023/2024
381,240000538,MK07,Gasal 2023/2024
382,240007026,MK01,Gasal 2023/2024
383,240005248,MK09,Gasal 2023/2024
384,240005549,MK03,Gasal 2023/2024
385,240002954,MK05,Gasal 2023/2024
386,240000484,MK06,Gasal 2023/2024
387,240005512,MK01,Gasal 2023/2024
388,240003848,MK02,Gasal 2023/2024
389,240001471,MK10,Gasal 2023/2024
390,240002249,MK02,Gasal 2023/2024
391,240000770,MK02,Gasal 2023/2024
392,240001762,MK05,Gasal 2023/2024
393,240001256,MK03,Gasal 2023/2024
394,240006796,MK04,Gasal 2023/2024
395,240000377,MK10,Gasal 2023/2024
396,240004289,MK07,Gasal 2023/2024
397,240004646,MK05,Gasal 2023/2024
398,240004499,MK04,Gasal 2023/2024
399,240000497,MK06,Gasal 2023/2024
400,240000322,MK05,Gasal 2023/2024
401,240006903,MK09,Gasal 2023/2024
402,240002353,MK02,Gasal 2023/2024
403,240006255,MK05,Gasal 2023/2024
404,240001572,MK09,Gasal 2023/2024
405,240000780,MK04,Gasal 2023/2024
406,240003603,MK10,Gasal 2023/2024
407,240001454,MK03,Gasal 2023/2024
408,240003889,MK10,Gasal 2023/2024
409,240004352,MK05,Gasal 2023/2024
410,240000257,MK08,Gasal 2023/2024
411,240003854,MK08,Gasal 2023/2024
412,240007209,MK02,Gasal 2023/2024
413,240001388,MK03,Gasal 2023/2024
414,240006021,MK02,Gasal 2023/2024
415,240000178,MK07,Gasal 2023/2024
416,240002913,MK08,Gasal 2023/2024
417,240001762,MK10,Gasal 2023/2024
418,240006468,MK04,Gasal 2023/2024
419,240004020,MK04,Gasal 2023/2024
420,240002591,MK10,Gasal 2023/2024
421,240004222,MK07,Gasal 2023/2024
422,240005562,MK09,Gasal 2023/2024
423,240005227,MK01,Gasal 2023/2024
424,240003293,MK02,Gasal 2023/2024
425,240004989,MK01,Gasal 2023/2024
426,240006508,MK01,Gasal 2023/2024
427,240006166,MK01,Gasal 2023/2024
428,240004711,MK10,Gasal 2023/2024
429,240002941,MK05,Gasal 2023/2024
430,240005381,MK01,Gasal 2023/2024
431,240004995,MK07,Gasal 2023/2024
432,240000750,MK04,Gasal 2023/2024
433,240005424,MK08,Gasal 2023/2024
434,240002407,MK02,Gasal 2023/2024
435,240004113,MK04,Gasal 2023/2024
436,240000649,MK09,Gasal 2023/2024
437,240006548,MK09,Gasal 2023/2024
438,240006507,MK02,Gasal 2023/2024
439,240000142,MK02,Gasal 2023/2024
440,240000766,MK09,Gasal 2023/2024
441,240005327,MK07,Gasal 2023/2024
442,240006806,MK06,Gasal 2023/2024
443,240003547,MK04,Gasal 2023/2024
444,240002312,MK07,Gasal 2023/2024
445,240002443,MK09,Gasal 2023/2024
446,240004649,MK02,Gasal 2023/2024
447,240007152,MK03,Gasal 2023/2024
448,240006931,MK01,Gasal 2023/2024
449,240003424,MK06,Gasal 2023/2024
450,240004503,MK03,Gasal 2023/2024
451,240007135,MK06,Gasal 2023/2024
452,240001918,MK01,Gasal 2023/2024
453,240003633,MK05,Gasal 2023/2024
454,240003432,MK01,Gasal 2023/2024
455,240002894,MK01,Gasal 2023/2024
456,240003001,MK01,Gasal 2023/2024
457,240003213,MK01,Gasal 2023/2024
458,240006758,MK10,Gasal 2023/2024
459,240004740,MK02,Gasal 2023/2024
460,240003379,MK10,Gasal 2023/2024
461,240001445,MK06,Gasal 2023/2024
462,240006765,MK09,Gasal 2023/2024
463,240000456,MK07,Gasal 2023/2024
464,240004378,MK01,Gasal 2023/2024
465,240002736,MK09,Gasal 2023/2024
466,240002633,MK03,Gasal 2023/2024
467,240003207,MK02,Gasal 2023/2024
468,240003211,MK02,Gasal 2023/2024
469,240004154,MK08,Gasal 2023/2024
470,240002394,MK09,Gasal 2023/2024
471,240004445,MK06,Gasal 2023/2024
472,240001067,MK06,Gasal 2023/2024
473,240003122,MK04,Gasal 2023/2024
474,240000005,MK06,Gasal 2023/2024
475,240004734,MK03,Gasal 2023/2024
476,240006646,MK09,Gasal 2023/2024
477,240006217,MK03,Gasal 2023/2024
478,240004898,MK01,Gasal 2023/2024
479,240000489,MK02,Gasal 2023/2024
480,240006405,MK06,Gasal 2023/2024
481,240004925,MK02,Gasal 2023/2024
482,240001125,MK03,Gasal 2023/2024
483,240003590,MK10,Gasal 2023/2024
484,240001184,MK01,Gasal 2023/2024
485,240002934,MK02,Gasal 2023/2024
486,240005071,MK03,Gasal 2023/2024
487,240001966,MK09,Gasal 2023/2024
488,240003363,MK08,Gasal 2023/2024
489,240006232,MK10,Gasal 2023/2024
490,240007091,MK08,Gasal 2023/2024
491,240003260,MK09,Gasal 2023/2024
492,240005487,MK01,Gasal 2023/2024
493,240001826,MK03,Gasal 2023/2024
494,240004992,MK07,Gasal 2023/2024
495,240004455,MK01,Gasal 2023/2024
496,240004089,MK06,Gasal 2023/2024
497,240002342,MK04,Gasal 2023/2024
498,240002728,MK02,Gasal 2023/2024
499,240005899,MK08,Gasal 2023/2024
500,240004959,MK10,Gasal 2023/2024
501,240005384,MK02,Gasal 2023/2024
502,240001273,MK02,Gasal 2023/2024
503,240000381,MK04,Gasal 2023/2024
504,240001402,MK02,Gasal 2023/2024
505,240005733,MK03,Gasal 2023/2024
506,240000270,MK02,Gasal 2023/2024
507,240002382,MK10,Gasal 2023/2024
508,240002869,MK06,Gasal 2023/2024
509,240001575,MK04,Gasal 2023/2024
510,240003965,MK06,Gasal 2023/2024
511,240004382,MK04,Gasal 2023/2024
512,240000559,MK02,Gasal 2023/2024
513,240006230,MK05,Gasal 2023/2024
514,240005325,MK01,Gasal 2023/2024
515,240002817,MK03,Gasal 2023/2024
516,240003067,MK10,Gasal 2023/2024
517,240000367,MK04,Gasal 2023/2024
518,240004132,MK04,Gasal 2023/2024
519,240001565,MK01,Gasal 2023/2024
520,240001047,MK07,Gasal 2023/2024
521,240002934,MK04,Gasal 2023/2024
522,240003316,MK02,Gasal 2023/2024
523,240002251,MK05,Gasal 2023/2024
524,240003044,MK03,Gasal 2023/2024
525,240001209,MK07,Gasal 2023/2024
526,240003207,MK08,Gasal 2023/2024
527,240006076,MK04,Gasal 2023/2024
528,240000193,MK03,Gasal 2023/2024
529,240000324,MK06,Gasal 2023/2024
530,240002964,MK04,Gasal 2023/2024
531,240003455,MK07,Gasal 2023/2024
532,240003136,MK01,Gasal 2023/2024
533,240001485,MK04,Gasal 2023/2024
534,240005676,MK01,Gasal 2023/2024
535,240000764,MK05,Gasal 2023/2024
536,240004334,MK01,Gasal 2023/2024
537,240001936,MK08,Gasal 2023/2024
538,240004830,MK02,Gasal 2023/2024
539,240004814,MK01,Gasal 2023/2024
540,240001542,MK07,Gasal 2023/2024
541,240004333,MK02,Gasal 2023/2024
542,240004893,MK06,Gasal 2023/2024
543,240005394,MK06,Gasal 2023/2024
544,240003447,MK04,Gasal 2023/2024
545,240001315,MK06,Gasal 2023/2024
546,240003388,MK09,Gasal 2023/2024
547,240006946,MK01,Gasal 2023/2024
548,240001249,MK04,Gasal 2023/2024
549,240002755,MK10,Gasal 2023/2024
550,240004806,MK06,Gasal 2023/2024
551,240003922,MK05,Gasal 2023/2024
552,240006101,MK04,Gasal 2023/2024
553,240005065,MK06,Gasal 2023/2024
554,240004980,MK01,Gasal 2023/2024
555,240002032,MK06,Gasal 2023/2024
556,240003740,MK10,Gasal 2023/2024
557,240005863,MK01,Gasal 2023/2024
558,240001495,MK03,Gasal 2023/2024
559,240004311,MK03,Gasal 2023/2024
560,240006279,MK02,Gasal 2023/2024
561,240000925,MK05,Gasal 2023/2024
562,240000165,MK06,Gasal 2023/2024
563,240001514,MK10,Gasal 2023/2024
564,240006672,MK02,Gasal 2023/2024
565,240003902,MK06,Gasal 2023/2024
566,240001369,MK09,Gasal 2023/2024
567,240001872,MK02,Gasal 2023/2024
568,240001123,MK04,Gasal 2023/2024
569,240004427,MK05,Gasal 2023/2024
570,240006962,MK08,Gasal 2023/2024
571,240002933,MK05,Gasal 2023/2024
572,240004024,MK02,Gasal 2023/2024
573,240002740,MK09,Gasal 2023/2024
574,240001410,MK02,Gasal 2023/2024
575,240003213,MK02,Gasal 2023/2024
576,240000497,MK05,Gasal 2023/2024
577,240006893,MK03,Gasal 2023/2024
578,240002342,MK05,Gasal 2023/2024
579,240002373,MK03,Gasal 2023/2024
580,240003949,MK09,Gasal 2023/2024
581,240002706,MK02,Gasal 2023/2024
582,240005105,MK09,Gasal 2023/2024
583,240001826,MK01,Gasal 2023/2024
584,240001797,MK06,Gasal 2023/2024
585,240001440,MK04,Gasal 2023/2024
586,240002554,MK09,Gasal 2023/2024
587,240003533,MK04,Gasal 2023/2024
588,240001939,MK09,Gasal 2023/2024
589,240003697,MK04,Gasal 2023/2024
590,240000012,MK09,Gasal 2023/2024
591,240005139,MK03,Gasal 2023/2024
592,240000805,MK04,Gasal 2023/2024
593,240000238,MK08,Gasal 2023/2024
594,240003730,MK07,Gasal 2023/2024
595,240002846,MK06,Gasal 2023/2024
596,240003172,MK06,Gasal 2023/2024
597,240001295,MK04,Gasal 2023/2024
598,240002290,MK01,Gasal 2023/2024
599,240003774,MK08,Gasal 2023/2024
600,240001564,MK05,Gasal 2023/2024
601,240002761,MK01,Gasal 2023/2024
602,240006379,MK01,Gasal 2023/2024
603,240005668,MK09,Gasal 2023/2024
604,240002600,MK01,Gasal 2023/2024
605,240006940,MK07,Gasal 2023/2024
606,240006765,MK07,Gasal 2023/2024
607,240006026,MK02,Gasal 2023/2024
608,240000483,MK08,Gasal 2023/2024
609,240005820,MK10,Gasal 2023/2024
610,240002617,MK04,Gasal 2023/2024
611,240003759,MK07,Gasal 2023/2024
612,240001386,MK06,Gasal 2023/2024
613,240004565,MK09,Gasal 2023/2024
614,240001821,MK04,Gasal 2023/2024
615,240005230,MK09,Gasal 2023/2024
616,240000756,MK04,Gasal 2023/2024
617,240003439,MK09,Gasal 2023/2024
618,240000152,MK02,Gasal 2023/2024
619,240003161,MK08,Gasal 2023/2024
620,240003607,MK06,Gasal 2023/2024
621,240003484,MK06,Gasal 2023/2024
622,240002545,MK08,Gasal 2023/2024
623,240000749,MK08,Gasal 2023/2024
624,240006801,MK03,Gasal 2023/2024
625,240006425,MK08,Gasal 2023/2024
626,240000840,MK08,Gasal 2023/2024
627,240000423,MK06,Gasal 2023/2024
628,240001620,MK02,Gasal 2023/2024
629,240002770,MK07,Gasal 2023/2024
630,240003565,MK09,Gasal 2023/2024
631,240002395,MK01,Gasal 2023/2024
632,240002954,MK07,Gasal 2023/2024
633,240000890,MK01,Gasal 2023/2024
634,240004949,MK07,Gasal 2023/2024
635,240001825,MK02,Gasal 2023/2024
636,240004527,MK02,Gasal 2023/2024
637,240003246,MK08,Gasal 2023/2024
638,240002251,MK02,Gasal 2023/2024
639,240006785,MK07,Gasal 2023/2024
640,240006176,MK04,Gasal 2023/2024
641,240001476,MK04,Gasal 2023/2024
642,240001809,MK07,Gasal 2023/2024
643,240001581,MK03,Gasal 2023/2024
644,240003466,MK08,Gasal 2023/2024
645,240001096,MK01,Gasal 2023/2024
646,240000675,MK05,Gasal 2023/2024
647,240001240,MK08,Gasal 2023/2024
648,240002545,MK04,Gasal 2023/2024
649,240001994,MK02,Gasal 2023/2024
650,240003374,MK08,Gasal 2023/2024
651,240000894,MK03,Gasal 2023/2024
652,240001244,MK08,Gasal 2023/2024
653,240003935,MK01,Gasal 2023/2024
654,240001268,MK09,Gasal 2023/2024
655,240002242,MK08,Gasal 2023/2024
656,240000766,MK10,Gasal 2023/2024
657,240000352,MK10,Gasal 2023/2024
658,240002656,MK06,Gasal 2023/2024
659,240007130,MK05,Gasal 2023/2024
660,240005804,MK08,Gasal 2023/2024
661,240002885,MK05,Gasal 2023/2024
662,240000269,MK10,Gasal 2023/2024
663,240003350,MK02,Gasal 2023/2024
664,240002357,MK02,Gasal 2023/2024
